,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,score,user score,developer,players,critics,users
2588,NASCAR Thunder 2003,GC,2002.0,Racing,Electronic Arts,0.24,0.06,0.0,0.01,0.31,85,7.0,EASports,1-4 ,12,4
2589,Sorcery,PS3,2012.0,Action,Sony Computer Entertainment,0.14,0.12,0.0,0.05,0.31,70,7.3,TheWorkshop,No info,52,59
2590,The King of Fighters XIII,PS3,2011.0,Fighting,Rising Star Games,0.17,0.07,0.04,0.03,0.31,77,8.2,SNKPlaymore,2 ,26,86
2591,NCAA Final Four 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,52,6.5,989Sports,1-8 ,14,8
2592,Blade II,PS2,2002.0,Action,Activision,0.15,0.12,0.0,0.04,0.31,49,6.4,MuckyFootProductions,1 Player,21,17
2593,Shaun White Snowboarding: World Stage,Wii,2009.0,Sports,Ubisoft,0.25,0.04,0.0,0.02,0.31,72,8.7,Ubisoft,No info,33,31
2594,Monsters vs. Aliens,PS3,2009.0,Action,Activision,0.21,0.06,0.0,0.03,0.31,66,4.5,Beenox,No info,18,4
2595,Disney's The Emperor's New Groove,PS,2000.0,Platform,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31,66,7.3,DisneyInteractive,1 Player,8,11
2596,Disney's Stitch: Experiment 626,PS2,2002.0,Action,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,59,7.7,HighVoltageSoftware,1 Player,17,11
2597,Orphen: Scion of Sorcery,PS2,2000.0,Role-Playing,Activision,0.15,0.12,0.0,0.04,0.31,54,7.1,Shade,1 Player,15,14
2598,Magna Carta 2,X360,2009.0,Role-Playing,Banpresto,0.13,0.08,0.07,0.02,0.3,69,7.2,"Banpresto,SoftMax",No info,49,63
2599,One Piece: Unlimited World Red,PS3,2014.0,Action,Namco Bandai Games,0.09,0.12,0.06,0.05,0.3,71,7.2,Ganbarion,No info,28,46
2600,Spyro: Attack of the Rhynocs,GBA,2003.0,Platform,Universal Interactive,0.22,0.08,0.0,0.01,0.3,72,7.1,DigitalEclipse,1-2 ,13,19
2601,Stranglehold,PS3,2007.0,Shooter,Midway Games,0.24,0.03,0.0,0.03,0.3,77,7.7,Midway,Up to 6 ,22,57
2602,Trauma Center: New Blood,Wii,2007.0,Simulation,Nintendo,0.22,0.04,0.01,0.03,0.3,77,8.1,Atlus,No info,43,22
2603,1701 A.D.,PC,2006.0,Simulation,Deep Silver,0.0,0.25,0.0,0.05,0.3,79,7.8,RelatedDesigns,4  Online,30,45
2604,Karaoke Revolution Party,PS2,2005.0,Misc,Konami Digital Entertainment,0.15,0.12,0.0,0.04,0.3,78,tbd,HarmonixMusicSystems,1-8 ,25,0
2605,Burnout,GC,2002.0,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.01,0.3,78,8.0,CriterionGames,1-2 ,18,21
2606,Chaos Legion,PS2,2003.0,Action,Capcom,0.15,0.12,0.0,0.04,0.3,65,8.0,Capcom,1 Player,34,70
2607,PowerUp Heroes,X360,2011.0,Fighting,Ubisoft,0.18,0.1,0.0,0.03,0.3,61,6.9,Ubisoft,No info,13,11
2608,NASCAR 2011: The Game,X360,2011.0,Racing,Activision,0.29,0.0,0.0,0.02,0.3,62,4.1,Eutechnyx,16  Online,24,14
2609,Neopets: The Darkest Faerie,PS2,2005.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,61,8.5,IdolMinds,1 Player,18,33
2610,24: The Game,PS2,2006.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,62,8.1,SCEStudioCambridge,1 Player,53,47
2611,Zoo Tycoon 2 DS,DS,2008.0,Strategy,THQ,0.24,0.03,0.0,0.02,0.3,60,5.4,Altron,No Online Multiplayer,17,7
2612,Looney Tunes: Duck Amuck,DS,2007.0,Action,Warner Bros. Interactive Entertainment,0.28,0.0,0.0,0.02,0.3,66,tbd,WayForward,2  Online,16,0
2613,The Sims 2,PC,2004.0,Simulation,Electronic Arts,0.02,0.24,0.0,0.05,0.3,90,8.7,Maxis,No Online Multiplayer,61,891
2614,Tom Clancy's Splinter Cell 3D,3DS,2011.0,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,53,5.8,Ubisoft,No Online Multiplayer,32,30
2615,Wacky Races: Crash & Dash,Wii,2008.0,Racing,Eidos Interactive,0.27,0.01,0.0,0.02,0.3,39,6.2,EidosSweden,1-4 ,14,5
2616,Sengoku Basara: Samurai Heroes,Wii,2010.0,Action,Capcom,0.08,0.02,0.2,0.01,0.3,65,8.7,Capcom,No info,18,18
2617,Tropico 5,PS4,2015.0,Simulation,Kalypso Media,0.05,0.16,0.05,0.04,0.3,76,7.1,"Haemimont,HaemimontGames",Up to 4 ,17,149
2618,Crazy Taxi: Catch a Ride,GBA,2003.0,Racing,THQ,0.21,0.08,0.0,0.01,0.3,48,5.5,GraphicState,1 Player,14,10
2619,MySims Party,DS,2009.0,Simulation,Electronic Arts,0.15,0.12,0.0,0.03,0.3,64,tbd,EAGames,No info,9,0
2620,Harry Potter and the Order of the Phoenix,X360,2007.0,Action,Electronic Arts,0.24,0.04,0.0,0.02,0.3,68,4.8,EAGames,No Online Multiplayer,38,33
2621,Army Men: Air Attack 2,PS,2000.0,Action,3DO,0.17,0.11,0.0,0.02,0.3,74,6.3,3DO,1-2 ,8,8
2622,Need for Speed: Most Wanted,PC,2005.0,Racing,Electronic Arts,0.02,0.23,0.0,0.05,0.3,82,8.7,BlackBox,4  Online,19,944
2623,Pride FC: Fighting Championships,PS2,2003.0,Fighting,THQ,0.15,0.11,0.0,0.04,0.3,73,8.7,Anchor,1-2 ,19,7
2624,Eternal Ring,PS2,2000.0,Role-Playing,Ubisoft,0.1,0.07,0.1,0.03,0.3,62,6.1,FromSoftware,1 Player,13,12
2625,John Deere: Harvest in the Heartland,DS,2007.0,Simulation,Ubisoft,0.23,0.04,0.0,0.02,0.3,43,tbd,BlackLanternStudios,1 Player,7,0
2626,Spider-Man: Friend or Foe,X360,2007.0,Action,Activision,0.26,0.02,0.0,0.02,0.3,60,6.5,NextLevelGames,1-2 ,51,30
2627,FIFA 15,PC,2014.0,Sports,Electronic Arts,0.0,0.27,0.0,0.03,0.3,82,4.4,EASports,No info,9,432
2628,Showdown: Legends of Wrestling,PS2,2004.0,Fighting,Acclaim Entertainment,0.15,0.11,0.0,0.04,0.3,55,6.0,Acclaim,1-4 ,24,8
2629,SimCity 4,PC,2003.0,Simulation,Electronic Arts,0.01,0.24,0.0,0.05,0.3,84,8.7,Maxis,1 Player,36,331
2630,Sword Art Online: Hollow Fragment,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,67,7.6,"BandaiNamcoGames,Aquria",Up to 4 ,28,136
2631,Call of Juarez: The Cartel,PS3,2011.0,Shooter,Ubisoft,0.12,0.13,0.0,0.05,0.3,45,5.3,Techland,Up to 12 ,42,81
2632,Full Spectrum Warrior,PS2,2005.0,Strategy,THQ,0.15,0.11,0.0,0.04,0.3,74,8.0,PandemicStudios,2  Online,24,14
2633,The Sims 2: Pets,PS2,2006.0,Simulation,Electronic Arts,0.02,0.01,0.0,0.27,0.3,68,7.8,Maxis,1-2 ,27,28
2634,Mega Man ZX,DS,2006.0,Platform,Capcom,0.18,0.0,0.1,0.02,0.3,76,8.9,IntiCreates,No Online Multiplayer,37,87
2635,Wanted: Weapons of Fate,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.05,0.3,61,7.0,GRIN,No info,56,30
2636,Guitar Hero: Van Halen,X360,2009.0,Misc,Activision,0.16,0.1,0.0,0.03,0.3,57,6.0,"NeversoftEntertainment,UndergroundDevelopment",No info,34,21
2637,Shark Tale,GC,2004.0,Action,Activision,0.23,0.06,0.0,0.01,0.3,69,4.5,EdgeofReality,1 Player,23,4
2638,Trace Memory,DS,2005.0,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.3,70,8.1,Cing,1 Player,51,48
2639,FIFA Street 3,X360,2008.0,Sports,Electronic Arts,0.12,0.14,0.0,0.03,0.3,63,6.9,EACanada,Up to 8 ,48,22
2640,Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006.0,Fighting,Atari,0.24,0.03,0.0,0.02,0.3,72,8.5,Spike,No Online Multiplayer,37,48
2641,Scooby-Doo! Night of 100 Frights,GC,2002.0,Platform,THQ,0.23,0.06,0.0,0.01,0.3,68,7.7,THQ,1 Player,11,12
2642,Grandia II,PS2,2002.0,Role-Playing,Ubisoft,0.14,0.11,0.0,0.04,0.29,71,8.8,GameArts,1 Player,19,56
2643,Front Mission Evolved,PS3,2010.0,Shooter,Square Enix,0.09,0.07,0.11,0.03,0.29,58,6.1,DoubleHelixGames,Up to 8 ,42,36
2644,Mini Ninjas,X360,2009.0,Action,Eidos Interactive,0.12,0.14,0.0,0.03,0.29,73,8.3,IoInteractive,No info,44,44
2645,The Chronicles of Riddick: Assault on Dark Athena,X360,2009.0,Shooter,Atari,0.16,0.1,0.0,0.03,0.29,82,8.1,Starbreeze,12  Online,67,80
2646,Need for Speed Underground,GBA,2003.0,Racing,Electronic Arts,0.21,0.08,0.0,0.01,0.29,77,8.0,Pocketeers,1-2 ,9,31
2647,Soul Sacrifice Delta,PSV,2014.0,Action,Sony Computer Entertainment,0.01,0.12,0.12,0.04,0.29,82,8.5,SCEJapanStudio,Up to 4 ,24,147
2648,MLB Power Pros,Wii,2007.0,Sports,Konami Digital Entertainment,0.23,0.0,0.04,0.02,0.29,83,8.0,Konami,No Online Multiplayer,12,47
2649,Up,X360,2009.0,Action,THQ,0.2,0.07,0.0,0.03,0.29,61,6.9,HeavyIronStudios,No Online Multiplayer,18,7
2650,Prince of Persia: Rival Swords,Wii,2007.0,Action,Ubisoft,0.24,0.03,0.0,0.02,0.29,70,7.8,UbisoftMontreal,1 Player,30,23
2651,Majin and the Forsaken Kingdom,PS3,2010.0,Adventure,Namco Bandai Games,0.09,0.14,0.01,0.05,0.29,72,7.9,GameRepublic,No Online Multiplayer,49,42
2652,NBA Street V3,GC,2005.0,Sports,Electronic Arts,0.23,0.06,0.0,0.01,0.29,88,7.9,EACanada,1-6 ,36,17
2653,The Bureau: XCOM Declassified,PS3,2013.0,Shooter,Take-Two Interactive,0.08,0.16,0.0,0.05,0.29,69,6.8,2KMarin,No info,22,84
2654,NBA Live 06,X360,2005.0,Sports,Electronic Arts,0.27,0.0,0.0,0.02,0.29,64,6.1,EACanada,2  Online,35,18
2655,Guitar Hero: Van Halen,Wii,2009.0,Misc,Activision,0.14,0.12,0.0,0.03,0.29,50,5.2,NeversoftEntertainment,No info,12,6
2656,Ratchet & Clank: Size Matters,PS2,2008.0,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29,62,6.4,HighImpactGames,1-2 ,35,72
2657,Def Jam Rapstar,X360,2010.0,Misc,Konami Digital Entertainment,0.25,0.03,0.0,0.02,0.29,74,6.1,"TerminalReality,4mmGames",1 Player,36,9
2658,Starhawk,PS3,2012.0,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,77,7.8,LightBoxInteractive,No info,71,198
2659,Medieval Moves: Deadmund's Quest,PS3,2011.0,Action,Sony Computer Entertainment,0.13,0.12,0.0,0.05,0.29,61,6.5,ZindagiGames,2  Online,41,17
2660,Mega Man X8,PS2,2004.0,Platform,Capcom,0.14,0.11,0.0,0.04,0.29,68,8.8,"ValuewaveCo.,Ltd.",1 Player,23,143
2661,Bladestorm: The Hundred Years' War,PS3,2007.0,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.29,58,7.9,OmegaForce,No Online Multiplayer,23,29
2662,World of Tanks,PC,2011.0,Shooter,Wargaming.net,0.0,0.23,0.0,0.06,0.29,80,3.5,Wargaming.net,No info,38,1841
2663,Turning Point: Fall of Liberty,X360,2008.0,Shooter,Codemasters,0.23,0.04,0.0,0.02,0.29,43,6.7,SparkUnlimited,Up to 8 ,44,91
2664,Heroes of the Pacific,PS2,2005.0,Simulation,Codemasters,0.14,0.11,0.0,0.04,0.29,76,8.4,IRGurus,8  Online,31,15
2665,Dead Rising: Chop Till You Drop,Wii,2009.0,Action,Capcom,0.15,0.07,0.05,0.02,0.29,61,6.4,TOSE,No Online Multiplayer,30,39
2666,The Lord of the Rings: The Third Age,GC,2004.0,Role-Playing,Electronic Arts,0.22,0.06,0.0,0.01,0.29,74,7.8,EAGames,1-2 ,25,20
2667,Fable: The Journey,X360,2012.0,Role-Playing,Microsoft Game Studios,0.18,0.09,0.0,0.02,0.29,61,4.8,LionheadStudios,No info,70,88
2668,Sonic Boom: Shattered Crystal,3DS,2014.0,Action,Sega,0.17,0.09,0.0,0.03,0.29,47,6.0,SanzaruGames,No Online Multiplayer,21,171
2669,Operation Flashpoint: Red River,X360,2011.0,Shooter,Codemasters,0.1,0.15,0.01,0.03,0.29,69,5.7,Codemasters,Up to 4 ,64,32
2670,Transformers: Dark of the Moon,X360,2011.0,Action,Activision,0.13,0.13,0.0,0.03,0.29,59,6.5,HighMoonStudios,Up to 10 ,53,35
2671,GRID 2,X360,2013.0,Racing,Codemasters,0.08,0.17,0.0,0.03,0.29,78,5.8,Codemasters,No info,51,162
2672,WWII Aces,Wii,2008.0,Simulation,Destineer,0.27,0.0,0.0,0.02,0.29,41,5.4,ArcadeMoon,1-2 ,7,18
2673,Puzzle Quest: Challenge of the Warlords,Wii,2007.0,Puzzle,D3Publisher,0.26,0.0,0.0,0.02,0.29,71,6.2,ViciousCycle,1-2 ,17,5
2674,Dynasty Tactics,PS2,2002.0,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,79,8.1,Koei,1-2 ,14,31
2675,Trivial Pursuit,PS3,2009.0,Misc,Electronic Arts,0.12,0.12,0.0,0.05,0.29,66,7.1,EABrightLight,No Online Multiplayer,13,7
2676,Neopets Puzzle Adventure,DS,2008.0,Puzzle,Capcom,0.26,0.0,0.0,0.02,0.29,70,tbd,InfiniteInteractive,2  Online,12,0
2677,Shrek the Third,Wii,2007.0,Action,Activision,0.26,0.01,0.0,0.02,0.29,57,4.3,"ShabaGames,AmazeEntertainment",1 Player,28,11
2678,Borderlands: The Pre-Sequel,PC,2014.0,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.03,0.29,75,6.3,2KAustralia,Up to 4 ,55,906
2679,Looney Tunes Racing,PS,2000.0,Racing,Infogrames,0.16,0.11,0.0,0.02,0.29,71,7.6,CircusFreak,No info,11,9
2680,Rayman 3: Hoodlum Havoc,PS2,2003.0,Platform,Ubisoft,0.14,0.11,0.0,0.04,0.29,76,8.8,Ubisoft,1 Player,21,70
2681,Psi-Ops: The Mindgate Conspiracy,PS2,2004.0,Shooter,Midway Games,0.14,0.11,0.0,0.04,0.29,84,8.6,Midway,1 Player,46,37
2682,NASCAR 08,X360,2007.0,Racing,Electronic Arts,0.26,0.0,0.0,0.02,0.29,59,5.2,EATiburon,Up to 12 ,29,30
2683,World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,0.14,0.12,0.0,0.02,0.29,88,7.3,BlizzardEntertainment,No info,62,1045
2684,El Shaddai: Ascension of the Metatron,PS3,2011.0,Action,Ignition Entertainment,0.11,0.07,0.08,0.03,0.29,78,7.6,IgnitionEntertainment,No info,46,44
2685,Family Guy: Back to the Multiverse,PS3,2012.0,Action,Activision,0.12,0.12,0.0,0.05,0.29,40,6.4,HeavyIronStudios,No Online Multiplayer,9,33
2686,Spyro: A Hero's Tail,GC,2004.0,Platform,Vivendi Games,0.22,0.06,0.0,0.01,0.29,62,7.1,EurocomEntertainmentSoftware,1 Player,13,18
2687,Earthworm Jim,GBA,2001.0,Platform,Interplay,0.2,0.08,0.0,0.01,0.29,72,5.9,GameTitan,1 Player,10,14
2688,The Golden Compass,PS3,2007.0,Action,Sega,0.14,0.1,0.0,0.05,0.29,40,4.8,ShinyEntertainment,No Online Multiplayer,17,16
2689,F1 Race Stars,X360,2012.0,Racing,Codemasters,0.07,0.18,0.0,0.03,0.29,64,6.0,Codemasters,No info,33,25
2690,Rugby World Cup 2011,X360,2011.0,Sports,505 Games,0.03,0.21,0.0,0.04,0.28,55,3.9,HBStudiosMultimedia,2 ,14,13
2691,Ice Age: Dawn of the Dinosaurs,Wii,2009.0,Action,Activision,0.11,0.14,0.0,0.03,0.28,75,8.6,"Activision,Eurocom",No info,12,7
2692,Monster 4x4: Masters of Metal,PS2,2003.0,Racing,Ubisoft,0.14,0.11,0.0,0.04,0.28,48,8.3,Ubisoft,1-2 ,9,14
2693,SingStar Country,PS2,2008.0,Misc,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28,75,tbd,SCEELondonStudio,No info,13,0
2694,Dragon Ball GT: Transformation,GBA,2005.0,Action,Atari,0.2,0.08,0.0,0.01,0.28,69,7.6,WebfootTechnologies,1-2 ,12,34
2695,Metal Gear Solid V: Ground Zeroes,XOne,2014.0,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28,76,5.6,KojimaProductions,No info,13,376
2696,Monopoly Streets,X360,2010.0,Misc,Electronic Arts,0.16,0.1,0.0,0.03,0.28,66,6.6,ElectronicArts,Up to 4 ,18,16
2697,Shadow Hearts,PS2,2001.0,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,73,8.7,Sacnoth,1 Player,24,96
2698,One Piece: Burning Blood,PS4,2016.0,Fighting,Namco Bandai Games,0.1,0.08,0.07,0.04,0.28,66,7.2,SpikeChunsoft,Up to 4 ,45,89
2699,X-Men: Reign of Apocalypse,GBA,2001.0,Action,Activision,0.2,0.08,0.0,0.01,0.28,61,6.7,DigitalEclipse,No info,10,6
2700,R: Racing Evolution,PS2,2003.0,Racing,Namco Bandai Games,0.14,0.11,0.0,0.04,0.28,66,6.7,Namco,1-2 ,35,6
2701,ATV Quad Power Racing 2,GC,2003.0,Racing,Acclaim Entertainment,0.22,0.06,0.0,0.01,0.28,70,8.3,ClimaxGroup,1-2 ,18,7
2702,Pro Evolution Soccer 2017,PS4,2016.0,Sports,Konami Digital Entertainment,0.01,0.16,0.09,0.03,0.28,85,7.3,Konami,Up to 22 ,62,609
2703,Chromehounds,X360,2006.0,Simulation,Sega,0.24,0.0,0.01,0.02,0.28,71,7.0,FromSoftware,12  Online,60,72
2704,Assassin's Creed II: Discovery,DS,2009.0,Action,Ubisoft,0.15,0.11,0.0,0.03,0.28,69,7.5,GriptoniteGames,No info,20,32
2705,Avatar: The Last Airbender,Wii,2006.0,Adventure,THQ,0.24,0.02,0.0,0.02,0.28,56,5.8,AWEGames,No Online Multiplayer,15,8
2706,Viewtiful Joe,PS2,2004.0,Action,Capcom,0.14,0.11,0.0,0.04,0.28,90,8.3,CloverStudio,1 Player,34,47
2707,Dead to Rights: Retribution,PS3,2010.0,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28,60,6.0,VolatileGames,No Online Multiplayer,44,30
2708,Harry Potter and the Sorcerer's Stone,PS2,2003.0,Action,Electronic Arts,0.14,0.11,0.0,0.04,0.28,56,6.9,Warthog,1 Player,14,33
2709,Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016.0,Fighting,Namco Bandai Games,0.19,0.06,0.0,0.03,0.28,80,8.2,CyberConnect2,No info,12,86
2710,Godzilla: Domination!,GBA,2002.0,Fighting,Atari,0.2,0.07,0.0,0.01,0.28,53,tbd,WayForward,1-4 ,14,0
2711,Sly Cooper: Thieves in Time,PSV,2013.0,Platform,Sony Computer Entertainment Europe,0.16,0.06,0.0,0.05,0.28,75,8.0,SanzaruGames,1 Player,15,172
2712,Jackass the Game,PS2,2007.0,Action,Empire Interactive,0.14,0.11,0.0,0.04,0.28,58,6.9,SidheInteractive,1-4 ,24,21
2713,Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,58,6.7,VisceralGames,2 ,27,116
2714,Syphon Filter: Dark Mirror,PS2,2007.0,Shooter,Sony Computer Entertainment,0.14,0.11,0.0,0.04,0.28,70,8.2,SonyBend,1-8 ,24,16
2715,Pitfall: The Mayan Adventure,GBA,2001.0,Platform,Interplay,0.2,0.07,0.0,0.01,0.28,58,8.8,PipeDreamInteractive,1 Player,10,4
2716,Driver: Parallel Lines,PS2,2006.0,Racing,Atari,0.12,0.1,0.03,0.03,0.28,69,7.1,ReflectionsInteractive,1 Player,41,90
2717,Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004.0,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.28,46,4.7,ParadoxDevelopment,1-2 ,23,10
2718,Virtua Fighter 5 Online,X360,2007.0,Fighting,Sega,0.2,0.03,0.03,0.02,0.28,89,7.7,SegaAM2,No Online Multiplayer,36,66
2719,Dead or Alive,PS,1998.0,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,84,8.5,TeamNinja,1-2 ,10,30
2720,Bionic Commando,X360,2009.0,Platform,Capcom,0.12,0.12,0.01,0.03,0.28,70,7.2,GRIN,Up to 8 ,65,93
2721,NFL Blitz 20-02,PS2,2002.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,76,8.3,Midway,1-2 ,22,16
2722,Shadows of the Damned,PS3,2011.0,Action,Electronic Arts,0.11,0.09,0.04,0.04,0.28,77,8.2,GrasshopperManufacture,No Online Multiplayer,56,155
2723,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004.0,Action,THQ,0.22,0.06,0.0,0.01,0.28,65,tbd,THQ,1 Player,8,0
2724,Soul Nomad & the World Eaters,PS2,2007.0,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.28,73,8.0,NipponIchiSoftware,1 Player,31,21
2725,RollerCoaster Tycoon 3,PC,2004.0,Strategy,Atari,0.01,0.22,0.0,0.05,0.28,81,5.4,FrontierDevelopments,1 Player,39,387
2726,NHL Hitz 20-03,PS2,2002.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,82,8.5,Midway,1-4 ,19,10
2727,Over the Hedge,DS,2006.0,Platform,Activision,0.25,0.01,0.0,0.02,0.28,71,6.3,VicariousVisions,1-2 ,17,12
2728,Real Pool,PS2,2000.0,Sports,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.28,54,tbd,Takara,1-2 ,15,0
2729,Guitar Hero: Van Halen,PS3,2009.0,Misc,Activision,0.14,0.09,0.0,0.04,0.28,59,5.4,NeversoftEntertainment,No info,33,11
2730,Transformers: Cybertron Adventures,Wii,2010.0,Action,Activision,0.15,0.1,0.0,0.03,0.28,41,6.7,NextLevelGames,No info,15,9
2731,Dave Mirra Freestyle BMX 2,GC,2001.0,Sports,Acclaim Entertainment,0.21,0.06,0.0,0.01,0.28,78,8.5,"Z-Axis,Ltd.",1-2 ,15,8
2732,Puppeteer,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.11,0.1,0.02,0.04,0.28,80,8.4,SCEJapanStudio,No Online Multiplayer,75,271
2733,Summer Heat Beach Volleyball,PS2,2003.0,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,65,7.7,AcclaimStudiosCheltenham,1-4 ,21,19
2734,Dead Rising 2: Off the Record,X360,2011.0,Action,Capcom,0.17,0.09,0.0,0.02,0.28,72,7.4,CapcomVancouver,1-2 ,48,69
2735,Myst III: Exile,PS2,2002.0,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28,57,7.0,PrestoStudios,1 Player,9,4
2736,Castlevania: Aria of Sorrow,GBA,2003.0,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,91,8.8,KCET,1-2 ,29,185
2737,R.U.S.E.,PC,2010.0,Strategy,Ubisoft,0.04,0.19,0.0,0.05,0.28,76,7.9,EugenSystems,1-8 ,33,192
2738,Deadpool,PS4,2015.0,Action,Activision,0.13,0.1,0.0,0.05,0.28,60,6.2,"HighMoonStudios,IronGalaxyStudios",No Online Multiplayer,11,121
2739,Q-Ball: Billiards Master,PS2,2000.0,Sports,Take-Two Interactive,0.13,0.1,0.0,0.04,0.27,65,tbd,Ornith,1-2 ,9,0
2740,Boogie,DS,2007.0,Misc,Electronic Arts,0.25,0.0,0.0,0.02,0.27,58,tbd,EAMontreal,1-4 ,11,0
2741,Dragon Ball Z: Budokai 2,GC,2004.0,Fighting,Atari,0.21,0.06,0.0,0.01,0.27,66,6.4,Pyramid,1-2 ,9,18
2742,Motocross Maniacs Advance,GBA,2002.0,Racing,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.27,69,tbd,Konami,No info,11,0
2743,Iron Man 2,X360,2010.0,Action,Sega,0.15,0.1,0.0,0.03,0.27,41,5.8,SegaStudiosSanFrancisco,1 Player,35,55
2744,Evil Dead: Hail to the King,PS,2000.0,Adventure,THQ,0.15,0.1,0.0,0.02,0.27,51,6.1,HeavyIronStudios,1 Player,8,12
2745,Dave Mirra Freestyle BMX: Maximum Remix,PS,2001.0,Sports,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27,67,7.3,"Z-Axis,Ltd.",No info,11,9
2746,R.U.S.E.,X360,2010.0,Strategy,Ubisoft,0.12,0.12,0.0,0.03,0.27,78,7.6,EugenSystems,1-8 ,45,37
2747,Pac-Pix,DS,2005.0,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71,7.3,Namco,1 Player,41,12
2748,The Evil Within,PC,2014.0,Action,Bethesda Softworks,0.09,0.16,0.0,0.02,0.27,68,6.3,TangoGameworks,No Online Multiplayer,18,970
2749,Athens 2004,PS2,2004.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,61,7.4,EurocomEntertainmentSoftware,1-4 ,57,14
2750,Sydney 2000,PS,2000.0,Sports,Eidos Interactive,0.15,0.1,0.0,0.02,0.27,57,tbd,AttentionToDetail,1-2 ,10,0
2751,Pro Race Driver,PS2,2002.0,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27,81,8.6,Codemasters,1-4 ,22,18
2752,The Club,X360,2008.0,Shooter,Sega,0.15,0.1,0.0,0.02,0.27,76,6.7,BizarreCreations,Up to 8 ,63,46
2753,Rhythm Thief & the Emperor's Treasure,3DS,2012.0,Misc,Sega,0.07,0.07,0.12,0.01,0.27,76,8.0,"Sega,Xeen",No info,45,50
2754,Rocky: Legends,PS2,2004.0,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,65,8.6,VenomGames,1-2 ,24,12
2755,The Adventures of Tintin: The Game,PS3,2011.0,Action,Ubisoft,0.06,0.16,0.0,0.05,0.27,59,6.2,UbisoftMontpellier,No Online Multiplayer,27,17
2756,Wave Rally,PS2,2001.0,Racing,Eidos Interactive,0.13,0.1,0.0,0.03,0.27,62,4.5,Opus,1-2 ,17,4
2757,Over the Hedge,GBA,2006.0,Platform,Activision,0.19,0.07,0.0,0.0,0.27,49,tbd,VicariousVisions,1 Player,11,0
2758,Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.1,0.08,0.06,0.04,0.27,80,8.2,NipponIchiSoftware,No Online Multiplayer,43,204
2759,Disney's Chicken Little,GC,2005.0,Platform,Disney Interactive Studios,0.21,0.05,0.0,0.01,0.27,67,tbd,AvalancheSoftware,No info,12,0
2760,Ty the Tasmanian Tiger,GC,2002.0,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27,69,8.5,KromeStudios,1 Player,12,23
2761,WWE Road to WrestleMania X8,GBA,2002.0,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,73,7.5,Natsume,1-4 ,10,6
