,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,score,user score,developer,players,critics,users
2762,Sherlock Holmes: Crimes & Punishments,PS4,2014.0,Adventure,Focus Home Interactive,0.08,0.14,0.0,0.05,0.27,73,7.1,Frogwares,No info,36,228
2763,BloodRayne 2,PS2,2004.0,Shooter,THQ,0.13,0.1,0.0,0.03,0.27,70,7.5,TerminalReality,1 Player,26,35
2764,Spider-Man: Web of Shadows,PS3,2008.0,Action,Activision,0.2,0.04,0.0,0.03,0.27,67,7.7,"Treyarch,ShabaGames",No Online Multiplayer,44,78
2765,Tropico 4,PC,2011.0,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,78,7.7,"Haemimont,HaemimontGames",No Online Multiplayer,46,404
2766,Call of Juarez: The Cartel,X360,2011.0,Shooter,Ubisoft,0.14,0.11,0.0,0.03,0.27,47,5.7,Techland,No info,62,113
2767,Shadow of Rome,PS2,2005.0,Action,Capcom,0.13,0.1,0.0,0.03,0.27,75,8.6,Capcom,1 Player,52,89
2768,Harry Potter and the Order of the Phoenix,PS2,2007.0,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27,61,5.6,EAGames,1 Player,17,53
2769,Mat Hoffman's Pro BMX,GBA,2001.0,Sports,Activision,0.19,0.07,0.0,0.0,0.27,71,8.0,HotGen,1-2 ,11,5
2770,MotoGP,PS2,2000.0,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77,5.8,Namco,1-2 ,16,5
2771,Rock Revolution,X360,2008.0,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,38,5.2,"ZoeMode,HBStudiosMultimedia",6  Online,28,18
2772,Etrian Odyssey II: Heroes of Lagaard,DS,2008.0,Role-Playing,Atlus,0.1,0.0,0.16,0.01,0.27,82,8.1,Atlus,No Online Multiplayer,17,31
2773,LEGO The Hobbit,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69,6.9,TTGames,No Online Multiplayer,20,39
2774,The Incredible Hulk,PS3,2008.0,Action,Sega,0.22,0.03,0.0,0.03,0.27,55,7.1,EdgeofReality,No Online Multiplayer,26,27
2775,Resident Evil: Revelations,X360,2013.0,Action,Capcom,0.12,0.11,0.02,0.02,0.27,75,7.7,Capcom,1 Player,30,224
2776,NASCAR 2011: The Game,PS3,2011.0,Racing,Activision,0.25,0.0,0.0,0.02,0.27,62,4.6,Eutechnyx,16  Online,16,16
2777,Shin Megami Tensei: Devil Survivor,DS,2009.0,Role-Playing,Atlus,0.14,0.0,0.12,0.01,0.27,84,4.5,Atlus,No Online Multiplayer,28,243
2778,XGIII: Extreme G Racing,PS2,2001.0,Racing,Acclaim Entertainment,0.13,0.1,0.0,0.03,0.27,81,8.0,Acclaim,1-2 ,21,8
2779,NBA Live 2004,GC,2003.0,Sports,Electronic Arts,0.21,0.05,0.0,0.01,0.27,84,7.7,EASports,1-4 ,17,6
2780,Section 8,X360,2009.0,Shooter,SouthPeak Games,0.15,0.09,0.0,0.03,0.27,69,7.3,TimeGateStudios,Up to 32 ,49,61
2781,The Incredible Hulk,X360,2008.0,Action,Sega,0.22,0.03,0.0,0.02,0.27,55,6.8,EdgeofReality,No Online Multiplayer,42,28
2782,Reign of Fire,PS2,2002.0,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,56,7.6,KujuEntertainment,1 Player,16,5
2783,The Sims 2: Pets,GC,2006.0,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66,7.3,Maxis,1 Player,15,8
2784,Batman: Arkham Origins Blackgate,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68,7.0,ArmatureStudio,No Online Multiplayer,7,54
2785,Madden NFL 08,DS,2007.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27,71,8.0,ExientEntertainment,8  Online,11,8
2786,Jurassic Park: Operation Genesis,PS2,2003.0,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75,8.6,BlueTongueEntertainment,1 Player,13,28
2787,Deadly Premonition,X360,2010.0,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.27,68,8.3,AccessGames,No Online Multiplayer,39,368
2788,NBA ShootOut 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27,71,tbd,989Sports,No info,10,0
2789,Ultimate NES Remix,3DS,2014.0,Action,Unknown,0.15,0.09,0.0,0.02,0.27,69,7.7,indieszero,No info,16,40
2790,Duel Masters,PS2,2004.0,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,66,8.3,HighVoltageSoftware,1-2 ,20,6
2791,Superman Returns,X360,2006.0,Action,Electronic Arts,0.23,0.02,0.0,0.02,0.27,51,6.0,EATiburon,No Online Multiplayer,48,54
2792,Rory McIlroy PGA Tour,XOne,2015.0,Action,Electronic Arts,0.15,0.09,0.0,0.02,0.27,60,4.2,EATiburon,Up to 4 ,26,75
2793,Dynasty Warriors 7: Xtreme Legends,PS3,2011.0,Action,Tecmo Koei,0.04,0.05,0.16,0.02,0.27,64,7.6,OmegaForce,2 ,11,13
2794,Fish Tycoon,DS,2007.0,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,46,7.0,"LDW,BigFishGames",No info,9,6
2795,Don King Boxing,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.1,0.0,0.03,0.27,55,5.5,2KShanghai,1-2 ,17,4
2796,Angry Birds Trilogy,X360,2012.0,Action,Activision,0.18,0.06,0.0,0.02,0.27,63,3.7,"RovioMobile,RovioEntertainment",No Online Multiplayer,13,29
2797,NBA 07,PS3,2006.0,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.26,63,6.3,SCEA,2  Online,24,10
2798,All-Pro Football 2K8,X360,2007.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,75,7.0,VisualConcepts,Up to 8 ,22,57
2799,Dungeons & Dragons: Eye of the Beholder,GBA,2002.0,Role-Playing,Atari,0.19,0.07,0.0,0.0,0.26,57,5.9,ProntoGames,1 Player,9,14
2800,Battlestations: Midway,X360,2007.0,Strategy,Eidos Interactive,0.21,0.02,0.0,0.02,0.26,73,7.7,EidosInteractive,1 Player,55,37
2801,Rayman DS,DS,2005.0,Platform,Ubisoft,0.21,0.04,0.0,0.02,0.26,58,7.5,DCStudios,1 Player,20,22
2802,Create,Wii,2010.0,Action,Electronic Arts,0.22,0.03,0.0,0.02,0.26,62,tbd,No info,No info,0,0
2803,Rune: Viking Warlord,PS2,2001.0,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,53,7.6,HumanHeadStudios,1-4 ,16,12
2804,Danganronpa 2: Goodbye Despair,PSV,2014.0,Misc,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26,81,8.9,SpikeChunsoft,No Online Multiplayer,50,231
2805,MLB SlugFest 2006,PS2,2006.0,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,56,7.5,BlueShift,1-2 ,11,10
2806,Prison Break: The Conspiracy,PS3,2010.0,Action,Deep Silver,0.05,0.16,0.0,0.05,0.26,42,3.7,ZootFly,No Online Multiplayer,33,23
2807,We Cheer 2,Wii,2009.0,Simulation,Namco Bandai Games,0.24,0.0,0.0,0.02,0.26,64,tbd,"Machatin,Inc.",No Online Multiplayer,7,0
2808,Final Fantasy V Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83,8.2,TOSE,1 Player,25,74
2809,Lumines: Electronic Symphony,PSV,2012.0,Misc,Ubisoft,0.11,0.1,0.01,0.05,0.26,83,7.9,QEntertainment,No info,65,90
2810,Star Trek: Invasion,PS,2000.0,Simulation,Activision,0.15,0.1,0.0,0.02,0.26,76,7.6,Warthog,1-2 ,12,7
2811,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009.0,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.26,64,6.2,SquareEnix,Up to 4 ,29,10
2812,Racquet Sports,Wii,2010.0,Sports,Ubisoft,0.14,0.09,0.0,0.02,0.26,51,8.3,AsoboStudio,No info,8,16
2813,The Elder Scrolls IV: Oblivion,PC,2006.0,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.05,0.26,94,8.1,BethesdaSoftworks,No Online Multiplayer,54,3069
2814,Madden NFL 2005,DS,2004.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,68,7.7,ExientEntertainment,2  Online,25,7
2815,Plants vs. Zombies,X360,2010.0,Strategy,PopCap Games,0.24,0.0,0.0,0.02,0.26,89,8.4,PopCap,No info,27,172
2816,Riding Spirits,PS2,2002.0,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26,59,8.5,Spike,1-2 ,14,18
2817,Etrian Odyssey Untold: The Millennium Girl,3DS,2013.0,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,80,8.1,Atlus,No Online Multiplayer,41,101
2818,Bust A Groove 2,PS,1999.0,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26,66,8.6,Metro,1-4 ,8,42
2819,Juiced 2: Hot Import Nights,PS3,2007.0,Racing,THQ,0.18,0.04,0.01,0.03,0.26,71,6.9,JuiceGames,Up to 8 ,10,9
2820,Armored Core: Nexus,PS2,2004.0,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,73,8.8,FromSoftware,4  Online,19,10
2821,Evolution Skateboarding,PS2,2002.0,Sports,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26,44,7.4,Konami,1-2 ,14,8
2822,Tony Hawk: Shred,X360,2010.0,Sports,Activision,0.17,0.07,0.0,0.02,0.26,53,6.6,Robomodo,No info,10,10
2823,Batman: Vengeance,GC,2001.0,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26,70,6.0,UbisoftMontreal,1 Player,17,20
2824,Monsters vs. Aliens,Wii,2009.0,Action,Activision,0.14,0.09,0.0,0.03,0.26,69,tbd,Beenox,No info,12,0
2825,The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,0.05,0.15,0.0,0.06,0.26,65,7.5,Frogwares,No Online Multiplayer,16,37
2826,Game of Thrones,X360,2012.0,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.26,52,5.1,"Cyanide,CyanideStudios",1 Player,35,126
2827,Crash Nitro Kart,GC,2003.0,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66,7.8,VicariousVisions,1-4 ,10,18
2828,F1 2014,X360,2014.0,Racing,Codemasters,0.08,0.15,0.0,0.02,0.26,64,4.3,CodemastersBirmingham,Up to 16 ,14,22
2829,Peter Jackson's King Kong: The Official Game of the Movie,X360,2005.0,Action,Ubisoft,0.2,0.03,0.0,0.02,0.26,80,7.5,UbisoftMontpellier,No Online Multiplayer,57,90
2830,Army of Two: The Devil's Cartel,X360,2013.0,Shooter,Electronic Arts,0.16,0.07,0.0,0.02,0.26,54,6.2,VisceralGames,2 ,55,204
2831,King of Fighters: Maximum Impact,PS2,2004.0,Fighting,Ignition Entertainment,0.13,0.1,0.0,0.03,0.26,64,6.9,SNKPlaymore,1-2 ,45,17
2832,Legendary,X360,2008.0,Shooter,Atari,0.08,0.15,0.0,0.03,0.26,47,7.0,SparkUnlimited,8  Online,39,91
2833,Drakan: The Ancients' Gates,PS2,2002.0,Adventure,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,78,8.6,SurrealSoftware,1 Player,31,43
2834,Dead or Alive Xtreme 2,X360,2006.0,Sports,Tecmo Koei,0.15,0.03,0.06,0.02,0.26,53,7.0,TeamNinja,Up to 4 ,46,52
2835,Tokyo Jungle,PS3,2012.0,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26,74,8.1,Crispy's,No Online Multiplayer,60,107
2836,Hunted: The Demon's Forge,PS3,2011.0,Action,Bethesda Softworks,0.12,0.08,0.02,0.04,0.26,57,6.3,InXileEntertainment,2  Online,34,76
2837,Pirates of the Caribbean: Dead Man's Chest,DS,2006.0,Adventure,Disney Interactive Studios,0.23,0.01,0.0,0.02,0.26,63,7.2,AmazeEntertainment,No Online Multiplayer,11,9
2838,NASCAR 09,PS3,2008.0,Racing,Electronic Arts,0.22,0.01,0.0,0.02,0.26,65,7.5,EAGames,Up to 14 ,22,10
2839,ATV: Quad Power Racing,GBA,2002.0,Racing,Liquid Games,0.18,0.07,0.0,0.0,0.26,49,8.5,Tantalus,1 Player,7,4
2840,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016.0,Action,Nintendo,0.03,0.11,0.1,0.01,0.26,65,7.9,"Nintendo,SegaSportsR&D",No info,26,87
2841,Silent Hunter 5: Battle of the Atlantic,PC,2010.0,Simulation,Ubisoft,0.0,0.21,0.0,0.05,0.26,62,3.6,UbisoftRomania,No info,26,110
2842,MTX Mototrax,PS2,2004.0,Racing,Activision,0.13,0.1,0.0,0.03,0.26,77,8.1,LeftFieldProductions,1-2 ,30,9
2843,LEGO Star Wars III: The Clone Wars,PC,2011.0,Action,LucasArts,0.1,0.13,0.0,0.03,0.26,76,7.5,Traveller'sTales,No info,14,76
2844,NBA ShootOut 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,58,7.8,989Sports,1-8 ,19,8
2845,Castlevania: Harmony of Dissonance,GBA,2002.0,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,87,8.0,KCET,No info,27,56
2846,Metroid Prime Pinball,DS,2005.0,Misc,Nintendo,0.21,0.0,0.02,0.02,0.26,79,7.9,FuseGamesLimited,1-8 ,51,35
2847,Formula One 2001,PS2,2001.0,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,73,6.0,StudioLiverpool,1-2 ,18,5
2848,MVP Baseball 2004,GC,2004.0,Sports,Electronic Arts,0.2,0.05,0.0,0.01,0.26,89,7.2,EASports,1-2 ,25,13
2849,Super Street Fighter II: Turbo Revival,GBA,2001.0,Fighting,Ubisoft,0.18,0.07,0.0,0.0,0.25,84,7.8,Capcom,No info,17,17
2850,NHL 08,PS3,2007.0,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25,86,7.0,EACanada,1-8 ,23,24
2851,Teen Titans,PS2,2006.0,Action,THQ,0.12,0.1,0.0,0.03,0.25,56,7.7,ArtificialMindandMovement,1-4 ,12,25
2852,Journey,PS3,2012.0,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0.0,0.06,0.25,92,8.8,ThatGameCompany,No Online Multiplayer,78,1517
2853,Tearaway Unfolded,PS4,2015.0,Platform,Sony Computer Entertainment,0.09,0.12,0.0,0.04,0.25,81,8.0,MediaMolecule,No info,70,293
2854,Bomberman Generation,GC,2002.0,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,81,8.3,Hudson,1-4 ,19,22
2855,NASCAR 09,X360,2008.0,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25,69,7.8,EAGames,Up to 14 ,32,15
2856,Surfing H3O,PS2,2000.0,Sports,Take-Two Interactive,0.12,0.1,0.0,0.03,0.25,46,3.6,Opus,1-2 ,15,11
2857,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009.0,Shooter,Vivendi Games,0.12,0.1,0.0,0.04,0.25,80,8.0,Starbreeze,No info,45,44
2858,Hatsune Miku: Project Diva F 2nd,PS3,2014.0,Misc,Sega,0.09,0.04,0.1,0.03,0.25,78,8.7,Sega,No Online Multiplayer,15,63
2859,Game of Thrones,PS3,2012.0,Role-Playing,Focus Home Interactive,0.1,0.11,0.0,0.04,0.25,53,5.6,"Cyanide,CyanideStudios",1 Player,14,86
2860,Tony Hawk's Proving Ground,Wii,2007.0,Sports,Activision,0.22,0.01,0.0,0.02,0.25,57,6.2,Page44Studios,1-2 ,8,19
2861,Cars,X360,2006.0,Racing,THQ,0.22,0.02,0.0,0.02,0.25,65,6.6,RainbowStudios,No Online Multiplayer,16,14
2862,Family Guy: Back to the Multiverse,X360,2012.0,Action,Activision,0.14,0.09,0.0,0.02,0.25,39,5.0,HeavyIronStudios,No Online Multiplayer,28,53
2863,Birds of Steel,PS3,2012.0,Simulation,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25,73,8.0,GaijinEntertainment,Up to 16 ,27,21
2864,Madagascar: Escape 2 Africa,X360,2008.0,Action,Activision,0.12,0.1,0.0,0.03,0.25,62,6.8,No info,No info,0,0
2865,NHL 08,X360,2007.0,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25,85,8.2,EACanada,1-8 ,44,44
2866,Spider-Man: Web of Shadows,Wii,2008.0,Action,Activision,0.22,0.01,0.0,0.02,0.25,63,7.1,"Treyarch,ShabaGames",1 Player,20,17
2867,Billy Hatcher and the Giant Egg,GC,2003.0,Platform,Sega,0.19,0.05,0.0,0.01,0.25,71,8.6,SonicTeam,No info,37,38
2868,Midway's Greatest Arcade Hits,GBA,2001.0,Misc,Midway Games,0.18,0.07,0.0,0.0,0.25,48,tbd,Midway,No info,9,0
2869,Spider-Man: Edge of Time,X360,2011.0,Action,Activision,0.18,0.05,0.0,0.02,0.25,57,7.0,Beenox,No Online Multiplayer,50,43
2870,The Outfit,X360,2006.0,Action,THQ,0.21,0.02,0.0,0.02,0.25,70,7.6,Relic,8  Online,52,53
2871,MotoGP '07,X360,2007.0,Racing,THQ,0.23,0.0,0.0,0.02,0.25,78,6.9,"ClimaxGroup,ClimaxStudios",Up to 16 ,20,12
2872,Mortal Kombat: Armageddon,Wii,2007.0,Fighting,Midway Games,0.21,0.02,0.0,0.02,0.25,71,8.2,JGIEntertainment,1-4 ,29,43
2873,Don King Presents: Prizefighter,X360,2008.0,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25,56,6.4,VenomGames,8  Online,45,29
2874,The Mummy: Tomb of the Dragon Emperor,PS2,2008.0,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25,38,6.1,EurocomEntertainmentSoftware,1 Player,7,7
2875,Def Jam Vendetta,GC,2003.0,Fighting,Electronic Arts,0.19,0.05,0.0,0.01,0.25,81,8.2,AkiCorp.,1-4 ,22,11
2876,Scooby-Doo! Unmasked,PS2,2005.0,Platform,THQ,0.12,0.1,0.0,0.03,0.25,61,8.4,ArtificialMindandMovement,1 Player,18,19
2877,World Series Baseball 2K3,PS2,2003.0,Sports,Sega,0.12,0.1,0.0,0.03,0.25,87,8.6,BlueShift,1-2 ,21,17
2878,L.A. Noire: The Complete Edition,PC,2011.0,Adventure,Take-Two Interactive,0.08,0.13,0.0,0.04,0.25,83,8.0,RockstarLeeds,No Online Multiplayer,28,1180
2879,Hitman: Absolution,PC,2012.0,Action,Square Enix,0.03,0.17,0.0,0.04,0.25,79,7.1,"IoInteractive,NixxesSoftware",No Online Multiplayer,26,1581
2880,Bolt,X360,2008.0,Adventure,Disney Interactive Studios,0.18,0.05,0.0,0.02,0.25,57,6.7,AvalancheSoftware,1 Player,18,11
2881,The Legend of Legacy,3DS,2015.0,Role-Playing,FuRyu,0.11,0.02,0.1,0.01,0.25,67,7.1,"CattleCall,FuRyu",No info,31,60
2882,Devil Kings,PS2,2005.0,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64,7.3,Capcom,1 Player,27,16
2883,Ultimate Band,Wii,2008.0,Misc,Disney Interactive Studios,0.2,0.03,0.0,0.02,0.25,59,5.4,DisneyInteractiveStudios,1-4 ,17,5
2884,Far Cry Instincts Predator,X360,2006.0,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.25,78,6.4,UbisoftMontreal,16  Online,46,86
2885,X-Men: Destiny,PS3,2011.0,Action,Activision,0.14,0.08,0.0,0.03,0.25,50,5.0,SiliconKnights,No Online Multiplayer,33,41
2886,X-Men Origins: Wolverine,Wii,2009.0,Action,Activision,0.19,0.04,0.0,0.02,0.25,53,5.8,AmazeEntertainment,No Online Multiplayer,8,11
2887,Ninja Gaiden 3,X360,2012.0,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,58,4.4,TeamNinja,Up to 8 ,39,139
2888,Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,Ubisoft,0.11,0.11,0.0,0.02,0.25,77,8.2,UbisoftQuebec,No Online Multiplayer,24,36
2889,Dynasty Warriors 6,PS2,2008.0,Action,Tecmo Koei,0.12,0.09,0.0,0.03,0.25,43,5.8,"Koei,OmegaForce",1-2 ,7,18
2890,Grandia,PS,1999.0,Role-Playing,Ubisoft,0.14,0.09,0.0,0.02,0.25,89,7.6,GameArts,1 Player,14,133
2891,TV Superstars,PS3,2010.0,Misc,Sony Computer Entertainment,0.07,0.13,0.0,0.05,0.25,56,4.9,SCEStudioCambridge,No Online Multiplayer,17,8
2892,Armored Core 4,X360,2007.0,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65,7.3,FromSoftware,Up to 8 ,31,33
2893,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006.0,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25,51,7.4,7Studios,1-2 ,32,21
2894,Harry Potter and the Order of the Phoenix,PS3,2007.0,Action,Electronic Arts,0.18,0.04,0.0,0.03,0.25,67,4.7,EAGames,1 Player,35,39
2895,Anno 2205,PC,2015.0,Strategy,Ubisoft,0.02,0.22,0.0,0.01,0.25,72,6.1,BlueByte,No Online Multiplayer,45,315
2896,Cradle of Rome,DS,2008.0,Puzzle,Rising Star Games,0.06,0.16,0.0,0.03,0.25,63,tbd,CerasusMedia,No info,20,0
2897,Fuel,PS3,2009.0,Racing,Codemasters,0.08,0.12,0.0,0.05,0.25,67,7.4,AsoboStudio,No info,44,41
2898,Pro Evolution Soccer 2014,X360,2013.0,Action,Konami Digital Entertainment,0.06,0.16,0.0,0.03,0.25,80,4.2,Konami,No info,23,115
2899,Final Fantasy XI: Chains of Promathia,PS2,2004.0,Role-Playing,Square Enix,0.12,0.09,0.0,0.03,0.25,77,8.4,SquareEnix,Massively Multiplayer,13,14
2900,Disney's A Christmas Carol,DS,2009.0,Adventure,Disney Interactive Studios,0.22,0.01,0.0,0.02,0.25,66,6.4,SumoDigital,No info,7,5
2901,Major League Baseball 2K7,PS3,2007.0,Sports,Spike,0.23,0.0,0.0,0.02,0.25,74,4.7,KushGames,2  Online,19,7
2902,X-Men Legends II: Rise of Apocalypse,GC,2005.0,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25,82,6.2,RavenSoftware,1-4 ,34,27
2903,Turning Point: Fall of Liberty,PS3,2008.0,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.25,42,5.5,SparkUnlimited,Up to 8 ,28,36
2904,NBA Courtside 2002,GC,2002.0,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,71,7.3,LeftFieldProductions,1-4 ,18,6
2905,The Adventures of Tintin: The Game,X360,2011.0,Action,Ubisoft,0.07,0.14,0.0,0.03,0.25,63,6.4,UbisoftMontpellier,No Online Multiplayer,35,13
2906,Classic NES Series: Excitebike,GBA,2004.0,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25,66,tbd,Nintendo,1 Player,12,0
2907,Dynasty Warriors 7,X360,2011.0,Action,Tecmo Koei,0.16,0.07,0.0,0.02,0.24,58,8.1,OmegaForce,2 ,22,47
2908,Trials Fusion,XOne,2014.0,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.24,80,7.0,RedLynx,Up to 4 ,28,169
2909,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009.0,Adventure,Ubisoft,0.12,0.1,0.0,0.02,0.24,74,8.2,RevolutionSoftware,1-2 ,29,16
2910,Army Men: Sarge's Heroes 2,PS,2000.0,Shooter,3DO,0.14,0.09,0.0,0.02,0.24,48,6.9,3DO,1-2 ,8,10
2911,Command & Conquer 3: Kane's Wrath,X360,2008.0,Strategy,Electronic Arts,0.16,0.06,0.0,0.02,0.24,75,7.1,EALA,4  Online,31,24
2912,Dreamcast Collection,X360,2011.0,Misc,Sega,0.16,0.07,0.0,0.02,0.24,53,5.6,Sega,No Online Multiplayer,31,14
2913,Madden NFL 13,WiiU,2012.0,Sports,Electronic Arts,0.22,0.0,0.0,0.02,0.24,75,6.8,EATiburon,1-5 ,9,31
2914,Homefront,PC,2011.0,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,70,5.6,DigitalExtremes,No info,36,622
2915,Britney's Dance Beat,PS2,2002.0,Misc,THQ,0.12,0.09,0.0,0.03,0.24,63,5.6,MetroGraphics,1-2 ,20,25
2916,Ace Combat: Assault Horizon Legacy,3DS,2011.0,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,71,7.6,ProjectAces,No info,37,28
2917,Vexx,PS2,2003.0,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24,63,8.2,AcclaimStudiosAustin,1 Player,20,16
2918,The Incredible Hulk,DS,2008.0,Action,Sega,0.22,0.0,0.0,0.02,0.24,50,tbd,AmazeEntertainment,1-2 ,15,0
2919,TimeSplitters: Future Perfect,PS2,2005.0,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24,84,8.9,FreeRadicalDesign,1-4 ,39,160
2920,DK: King of Swing,GBA,2005.0,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24,70,5.0,PaonCorporation,1-4 ,30,7
2921,Pure Futbol,PS3,2010.0,Sports,Ubisoft,0.06,0.13,0.0,0.05,0.24,46,7.3,UbisoftVancouver,2 ,12,32
2922,Spider-Man: Shattered Dimensions,Wii,2010.0,Action,Activision,0.13,0.09,0.0,0.02,0.24,75,7.9,Beenox,No Online Multiplayer,13,20
2923,Deca Sports 3,Wii,2010.0,Sports,Hudson Soft,0.15,0.07,0.0,0.02,0.24,41,tbd,"Hudson,NATSUMEATARIInc.",No info,7,0
2924,Harry Potter and the Goblet of Fire,DS,2005.0,Action,Electronic Arts,0.21,0.02,0.0,0.02,0.24,68,5.7,MagicPockets,1-3 ,15,7
2925,F1 2015,XOne,2015.0,Racing,Codemasters,0.08,0.15,0.0,0.02,0.24,64,6.2,Codemasters,No info,13,26
2926,Super Monkey Ball Deluxe,PS2,2005.0,Misc,Sega,0.12,0.09,0.0,0.03,0.24,78,7.7,Sega,1-4 ,25,19
2927,Street Fighter X Tekken,PSV,2012.0,Fighting,Capcom,0.14,0.05,0.01,0.04,0.24,79,7.5,Capcom,Up to 8 ,25,73
2928,Metro 2033,PC,2010.0,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,81,8.0,4AGames,No Online Multiplayer,40,1856
2929,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005.0,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24,81,8.5,UbisoftMontpellier,1 Player,30,14
2930,Stella Glow,3DS,2015.0,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,79,8.4,"ImageEpoch,Imageepoch",No Online Multiplayer,32,118
2931,Luminous Arc,DS,2007.0,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24,70,6.9,"ImageEpoch,Imageepoch",1-2 ,25,27
2932,The Lord of the Rings: Aragorn's Quest,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.24,58,8.2,HeadstrongGames,No Online Multiplayer,21,9
2933,Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24,73,5.4,EASports,Up to 4 ,36,20
2934,Army Men: Air Combat,N64,2000.0,Action,3DO,0.19,0.05,0.0,0.0,0.24,77,7.4,3DO,No info,10,5
2935,NCAA College Basketball 2K3,PS2,2002.0,Sports,Sega,0.12,0.09,0.0,0.03,0.24,83,8.2,KushGames,1-10 ,17,5
